경기번호,경기날짜,팀명,홈_어웨이,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,팀코드,상대팀
28,2017-11-26,현대건설,1,0,113,55,115,43,7,5,290.93,100.02,48,15,4,3,307.86,99.99,14,5,0,0,94.44,100.01,0,0,0,0,0.0,0.0,16,5,2,2,31.25,100.0,16,11,0,0,121.82,100.0,21,7,1,0,136.66,100.01,65,4,7,1.5,99.98,72,60,12,0,20.67,99.99,121,42,3,14.0,100.0,71,26,5,7.66,100.01,52,8,15,19,1,2.67,100.0,7,0,16,5,KGC인삼공사
29,2017-11-28,IBK기업은행,1,0,110,52,111,41,7,8,304.86,100.0,53,19,2,5,229.09,100.01,2,0,0,0,0.0,100.0,5,3,1,0,150.0,100.0,25,9,3,1,160.0,100.0,8,3,0,0,91.67,100.0,18,7,1,2,148.81,100.0,67,2,8,0.66,100.0,78,63,14,1,22.0,99.99,125,40,2,16.32,100.0,70,32,2,10.34,100.0,50,9,19,15,2,3.01,100.0,7,0,21,3,한국도로공사
29,2017-11-28,한국도로공사,0,1,133,55,119,46,9,5,220.31,100.0,56,19,5,3,133.01,100.01,12,6,1,1,209.53,99.99,3,2,0,0,100.0,100.0,10,7,1,0,166.67000000000002,100.0,10,4,0,0,87.5,100.0,28,8,2,1,150.0,100.0,75,2,5,0.66,100.0,79,69,10,0,23.68,100.02,119,45,0,17.66,99.99,59,30,2,9.66,99.99,53,7,21,16,4,3.0,99.99,6,0,14,2,IBK기업은행
30,2017-11-29,GS칼텍스,1,1,114,64,115,50,3,4,219.88,100.01,48,21,2,0,120.27,99.99,3,0,0,0,0.0,99.99,2,1,0,0,50.0,100.0,20,8,0,3,80.0,100.0,10,4,1,1,87.5,100.0,32,16,0,0,154.55,100.01,73,4,6,1.32,100.01,79,74,5,0,25.16,100.0,117,49,2,16.330000000000002,99.99,51,25,2,7.67,99.99,66,10,21,18,0,3.33,100.0,7,0,12,0,KGC인삼공사
30,2017-11-29,KGC인삼공사,0,0,76,40,119,35,10,6,198.72,100.01,57,20,3,3,221.91,99.99,10,1,0,1,50.0,100.0,2,0,2,0,0.0,100.0,20,7,1,1,73.33,100.0,9,3,1,0,66.66,100.0,21,4,3,1,122.22,99.99,54,2,3,0.66,100.0,80,69,11,0,26.33,100.0,127,33,1,11.0,100.01,67,33,4,10.99,100.0,59,3,26,20,1,0.99,99.99,1,0,11,4,GS칼텍스
31,2017-12-02,IBK기업은행,1,1,100,59,100,45,5,5,241.55,100.0,43,16,2,3,270.22,100.01,11,6,0,0,183.33,100.0,4,1,1,0,50.0,100.0,21,12,1,0,135.0,100.0,5,1,0,0,25.0,100.0,16,9,1,2,261.11,100.0,73,7,8,2.33,100.01,70,65,5,0,22.0,100.01,106,43,0,15.15,100.01000000000002,46,20,2,6.0,99.99,45,7,15,14,1,2.5,100.01,7,0,14,3,흥국생명
31,2017-12-02,흥국생명,0,0,123,37,98,30,7,6,147.7,100.0,63,17,3,4,152.67,100.0,3,2,0,0,200.0,99.99,1,0,0,0,0.0,100.0,14,5,1,2,69.69,100.0,3,0,0,0,0.0,99.99,14,6,3,0,162.5,100.0,53,2,7,0.67,99.98,70,56,12,2,18.67,100.0,107,29,0,10.33,99.99,65,17,7,3.67,100.01,37,5,12,15,1,1.66,99.99,4,0,16,1,IBK기업은행
32,2017-12-03,KGC인삼공사,0,0,82,32,100,26,13,7,110.5,100.0,58,14,5,4,102.88,99.99,9,3,1,0,91.67,99.99,0,0,0,0,0.0,0.0,14,4,3,3,28.57,100.0,5,1,0,0,20.0,100.0,14,4,4,0,106.67,100.0,47,2,3,0.66,100.0,65,54,11,0,18.66,100.0,100,21,0,7.0,100.0,63,11,5,2.0,100.01,39,4,12,15,0,1.33,99.99,3,0,10,4,한국도로공사
32,2017-12-03,한국도로공사,1,1,129,65,98,47,4,2,460.49,100.0,49,20,3,2,331.11,99.98,10,3,1,0,140.0,100.0,2,1,0,0,100.0,100.0,4,1,0,0,100.0,100.0,5,3,0,0,75.0,100.0,28,19,0,0,302.94,99.99,74,5,11,1.67,99.99,69,59,10,0,20.33,100.0,95,41,1,14.33,100.0,44,21,2,6.67,100.01,50,13,12,10,0,4.33,100.0,11,0,14,2,KGC인삼공사
33,2017-12-05,IBK기업은행,0,1,95,95,191,78,14,10,222.05,100.0,83,30,5,7,156.87,100.0,10,3,2,0,153.32999999999998,100.0,12,7,0,0,170.0,100.01,49,22,4,1,65.51,100.0,5,1,0,0,33.33,100.0,32,15,3,2,123.61,100.0,112,6,9,1.2000000000000002,99.99,121,108,13,0,22.9,100.01,196,75,2,16.63,99.99,97,53,2,11.4,99.99,83,11,35,17,2,2.2,100.0,10,0,23,3,현대건설
33,2017-12-05,현대건설,1,0,138,76,178,60,11,8,216.91,100.0,74,17,6,4,120.99,99.99,23,11,0,0,183.33,100.01,1,0,0,0,0.0,100.0,31,12,3,1,80.36,100.0,20,10,0,1,104.17,100.0,29,10,2,2,103.86,100.0,100,2,3,0.4,100.0,132,104,28,0,20.8,99.99,186,56,5,13.6,99.99,103,45,6,7.85,99.99,85,14,33,23,2,2.8,100.0,11,0,18,5,IBK기업은행
34,2017-12-06,GS칼텍스,0,0,135,53,111,47,7,7,262.55,100.0,59,26,4,2,250.45,99.99,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,15,4,1,3,33.33,100.0,7,0,1,1,0.0,100.01,30,17,1,1,168.32999999999998,100.0,64,4,3,2.16,100.01,72,58,13,1,22.49,100.0,112,45,1,15.33,100.01,66,21,5,6.99,100.0,48,2,20,15,1,0.66,100.01,1,0,13,0,한국도로공사
34,2017-12-06,한국도로공사,1,1,129,61,110,49,2,2,221.2,99.99,46,19,1,0,153.75,99.99,20,12,0,1,275.0,100.0,0,0,0,0,0.0,0.0,8,2,1,1,40.0,100.0,10,4,0,0,75.0,100.0,26,12,0,0,182.11,100.0,74,5,7,2.33,99.98,71,61,10,0,21.0,100.02,112,48,0,21.99,100.0,61,39,4,12.66,100.01,49,7,17,20,1,3.0,99.99,6,0,10,2,GS칼텍스
35,2017-12-09,GS칼텍스,1,0,141,46,131,40,16,8,169.82999999999998,100.0,57,13,7,2,76.34,99.99,10,5,0,0,150.0,100.0,5,0,0,1,0.0,100.0,18,5,3,2,35.71,100.0,17,7,3,0,85.45,100.0,24,10,3,3,140.0,99.99,59,3,6,1.17,99.98,84,75,9,0,33.5,99.98,138,40,2,19.0,99.97,71,35,3,13.0,100.0,47,3,23,14,0,0.99,100.0,3,0,16,0,현대건설
35,2017-12-09,현대건설,0,1,97,59,112,40,3,5,230.38,100.0,41,9,1,3,131.94,100.0,19,8,0,0,192.86,100.0,0,0,0,0,0.0,0.0,23,6,1,2,30.0,100.01,16,10,0,0,120.64,100.0,13,7,1,0,195.24,100.01,74,3,3,1.0,100.0,85,73,12,0,24.35,100.0,112,38,2,12.66,99.99,53,22,3,6.34,100.0,58,16,16,12,2,5.32,100.0,11,0,12,5,GS칼텍스
36,2017-12-10,KGC인삼공사,0,0,85,50,129,40,10,8,176.55,100.01,65,18,9,5,139.22,100.01,10,2,1,0,33.33,100.0,0,0,0,0,0.0,0.0,21,9,0,2,140.0,100.0,8,2,0,0,53.33,100.0,25,9,0,1,117.27,100.0,65,1,3,0.33,100.0,84,75,9,0,26.5,99.99,130,35,1,11.65,100.02,66,28,4,9.67,100.01,63,9,24,22,1,3.34,100.01,9,0,13,4,흥국생명
36,2017-12-10,흥국생명,1,1,103,62,126,48,9,6,341.57,100.0,61,22,6,3,212.17,100.01,9,4,0,0,106.67,100.0,5,2,0,0,50.0,100.0,18,7,1,2,66.15,100.0,5,3,0,1,200.0,100.0,28,10,2,0,217.52,100.0,74,4,8,1.32,100.01,92,80,12,0,26.99,100.01,131,48,0,15.99,100.0,62,27,1,8.66,99.99,52,10,20,15,0,3.34,99.99,9,0,14,1,KGC인삼공사
37,2017-12-12,IBK기업은행,1,0,120,56,159,44,7,8,252.08,100.01,78,20,2,5,229.99,99.98,15,7,0,0,100.0,100.0,9,4,1,0,106.67,100.0,30,5,1,2,33.34,99.99,10,3,2,0,114.29,100.0,17,5,1,1,115.0,100.0,80,5,10,1.25,100.0,105,87,18,0,25.08,99.98,161,40,1,10.83,99.98,84,35,5,8.67,99.99,58,7,20,19,2,2.58,99.99,5,0,21,3,한국도로공사
37,2017-12-12,한국도로공사,0,1,129,74,150,62,7,7,230.43,100.0,77,26,3,5,149.86,100.0,13,5,1,1,203.33,100.0,10,6,0,0,155.56,100.0,10,3,0,1,30.0,100.0,9,5,1,0,110.0,100.0,31,17,2,0,316.67,100.0,95,5,10,1.25,100.0,109,97,12,0,24.25,99.98,150,59,0,14.75,100.0,70,33,5,7.5,100.0,69,7,30,11,6,1.75,100.0,3,0,23,2,IBK기업은행
38,2017-12-13,GS칼텍스,1,1,148,61,99,49,3,5,272.74,99.99,43,22,0,3,347.7,100.0,9,6,1,1,160.0,100.0,0,0,0,0,0.0,0.0,18,7,1,0,87.5,100.0,11,7,0,0,132.14,100.0,18,7,1,1,117.5,100.0,73,6,7,3.3200000000000003,100.01,72,68,4,0,23.99,100.01,104,47,2,16.66,99.98,40,17,1,5.34,100.0,50,6,20,12,0,2.0,100.0,6,0,14,0,KGC인삼공사
38,2017-12-13,KGC인삼공사,0,0,100,29,98,25,6,8,218.18,100.0,51,13,2,4,216.66,99.98,9,2,1,1,70.0,100.0,0,0,0,0,0.0,0.0,2,2,0,0,200.0,100.0,7,1,0,1,100.0,100.01,29,7,3,2,159.29,100.01,45,1,5,0.33,100.0,69,52,17,0,20.35,100.0,107,25,0,11.0,99.98,66,28,6,7.5,100.01,34,3,12,12,1,1.0,100.0,2,0,14,4,GS칼텍스
39,2017-12-14,현대건설,0,0,113,58,126,46,4,6,240.01,99.99,54,19,2,4,173.49,99.99,11,4,0,0,44.44,100.0,2,2,0,0,100.0,100.0,16,4,1,1,26.67,100.0,21,11,0,1,99.04,100.0,22,6,1,0,145.24,100.01,71,4,4,1.33,100.02,92,77,15,0,26.49,99.99,134,45,2,15.67,100.0,72,30,9,7.67,100.02,56,8,12,17,2,2.67,99.98,7,0,14,5,흥국생명
39,2017-12-14,흥국생명,1,1,127,63,143,50,8,6,182.94,100.02,77,23,5,4,147.47,100.0,4,3,0,0,166.67000000000002,100.0,2,1,0,1,50.0,100.0,26,9,2,0,69.69,100.0,9,3,0,1,65.0,100.0,25,11,1,0,148.21,100.0,75,9,3,3.0,100.0,100,90,10,0,29.99,100.0,143,50,2,16.66,100.01,67,29,4,8.66,99.99,51,4,25,12,0,1.33,99.99,3,0,11,1,현대건설
40,2017-12-16,GS칼텍스,0,0,132,43,95,36,9,7,177.96,99.99,53,17,4,5,223.77,100.01,2,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,11,4,2,2,50.0,100.0,4,0,0,0,0.0,100.0,25,14,3,0,215.28,100.0,62,2,4,0.66,99.98,67,51,16,0,19.84,100.0,100,35,1,13.0,100.0,63,17,6,4.17,100.0,51,5,23,12,3,1.6700000000000002,99.98,5,0,15,0,IBK기업은행
40,2017-12-16,IBK기업은행,1,1,100,59,107,44,5,6,160.76,99.99,46,19,3,2,157.73,99.99,8,1,2,0,50.0,100.0,7,4,0,1,110.0,100.0,26,16,0,1,66.67,100.0,4,0,0,0,0.0,100.0,16,4,0,2,78.57,100.0,74,6,10,2.0,100.0,62,56,6,0,18.67,100.0,107,42,2,14.33,99.99,58,24,2,7.33,100.0,43,9,15,13,0,3.0,100.01,7,0,18,3,GS칼텍스
41,2017-12-17,한국도로공사,0,1,133,86,183,69,9,6,181.34,100.01,115,40,4,4,174.37,100.01,16,7,2,0,142.86,100.0,4,2,1,0,133.32999999999998,100.0,12,3,2,1,27.27,100.0,12,5,0,0,75.0,100.0,24,12,0,1,89.71,100.0,110,3,6,0.6,100.01,135,111,24,0,23.45,99.99,186,62,4,12.7,100.02,91,35,6,6.6,100.0,74,14,28,18,1,2.8000000000000003,100.0,11,0,17,2,흥국생명
41,2017-12-17,흥국생명,1,0,136,81,192,66,14,13,278.61,100.01,121,40,9,8,220.83,100.0,8,4,1,0,142.86,100.0,3,1,0,1,33.33,100.0,26,9,1,3,76.67,100.0,10,4,1,1,133.32999999999998,100.0,24,8,2,0,113.01,100.0,98,6,7,1.2000000000000002,100.0,127,110,17,0,23.7,99.99,203,64,1,13.1,100.0,104,46,3,8.6,100.0,83,9,33,27,3,1.8000000000000005,99.98,8,0,24,1,한국도로공사
42,2017-12-20,KGC인삼공사,1,0,93,31,109,28,7,14,278.27,99.99,70,17,4,7,314.43,100.0,6,2,0,0,133.32999999999998,100.0,1,0,0,1,0.0,100.0,19,7,2,5,41.18,99.99,9,2,0,1,66.67,100.0,4,0,1,0,0.0,100.0,51,2,4,0.66,100.0,77,64,13,0,21.32,100.01,117,23,2,7.67,99.98,68,20,6,4.99,100.0,40,1,12,16,2,0.33,100.0,1,0,22,4,현대건설
42,2017-12-20,현대건설,0,1,100,53,103,40,1,11,211.1,100.02,45,17,1,5,176.63,100.0,16,7,0,2,223.33,100.0,0,0,0,0,0.0,0.0,18,7,0,2,68.84,100.0,12,3,0,2,50.0,100.0,12,6,0,0,140.47,100.0,73,6,5,2.16,100.01,72,63,9,0,21.17,99.99,101,36,1,11.99,100.0,47,12,2,3.33,99.99,51,7,16,8,1,2.3200000000000003,100.0,6,0,18,5,KGC인삼공사
43,2017-12-23,한국도로공사,0,1,108,75,160,61,14,7,226.8,100.02,75,25,7,4,182.21,100.0,12,6,0,0,323.33,100.0,8,6,0,0,85.71,100.0,17,7,1,1,46.67,100.0,15,5,1,1,70.0,100.0,33,12,5,1,108.45,100.0,95,8,6,2.0,100.0,108,94,14,0,23.5,99.99,162,57,1,14.25,100.0,79,46,3,10.75,100.01,51,6,19,12,1,1.5,99.99,5,0,15,2,현대건설
43,2017-12-23,현대건설,1,0,126,68,143,51,6,13,239.47,100.0,55,15,4,5,211.35,99.99,15,10,0,0,175.0,100.0,3,2,0,0,66.67,100.0,27,4,1,7,31.25,100.0,23,12,1,0,99.23,100.0,20,8,0,1,160.0,100.0,84,3,5,0.75,99.98,98,86,11,1,24.0,99.98,155,50,1,12.5,100.03,89,33,8,7.91,100.0,78,14,18,30,1,3.58,100.0,12,0,21,5,한국도로공사
44,2017-12-24,IBK기업은행,0,1,104,82,170,70,14,13,334.66,100.01,81,34,7,6,365.18,99.98,14,4,1,1,133.32999999999998,100.0,8,4,0,1,100.0,100.0,35,15,4,4,133.48,99.99,8,4,0,0,93.33,100.0,24,9,2,1,113.46,100.01,97,3,9,0.8300000000000001,100.0,118,105,13,0,27.42,100.0,175,67,2,21.92,100.0,82,40,2,9.5,100.0,81,9,33,16,0,2.33,100.01,7,0,24,3,KGC인삼공사
44,2017-12-24,KGC인삼공사,1,0,93,61,157,45,9,9,125.71,100.0,86,24,5,5,102.86,100.0,5,1,0,0,33.33,100.0,0,0,0,0,0.0,0.0,37,10,3,4,27.78,100.0,5,2,0,0,125.0,100.0,24,8,1,0,99.53,100.01,86,2,4,0.5,100.01,98,85,13,0,21.25,99.99,161,42,1,10.5,100.01,88,21,3,4.5,99.99,88,14,24,31,2,3.5,100.0,10,0,16,4,IBK기업은행
45,2017-12-25,GS칼텍스,0,0,137,75,174,66,4,20,167.12,99.99,68,24,3,9,106.3,100.0,4,1,0,1,33.33,100.0,1,0,0,1,0.0,100.0,39,16,0,5,90.54,100.0,13,5,0,1,86.36,100.0,49,20,1,3,126.25,100.0,102,4,8,0.8,100.01,120,109,11,0,21.8,100.0,182,65,4,16.3,100.01,91,47,8,7.8,100.0,68,5,27,18,0,1.0,100.0,3,0,32,0,흥국생명
45,2017-12-25,흥국생명,1,1,129,72,170,60,5,10,345.73,99.99,93,30,2,6,342.27,100.02,10,4,1,1,50.0,100.0,4,2,0,0,133.32999999999998,100.0,22,5,2,1,87.5,100.0,8,5,0,0,125.0,100.0,33,14,0,2,119.36,99.99,105,8,14,1.6,100.0,113,94,18,1,19.9,99.97,173,57,1,11.4,100.01,94,51,4,9.6,100.0,82,4,31,28,2,0.8,100.01,4,0,28,1,GS칼텍스
46,2017-12-27,한국도로공사,1,0,126,58,135,48,13,11,309.24,99.99,62,18,9,4,194.53,100.0,6,1,1,1,100.0,100.0,6,1,0,1,100.0,100.0,20,10,1,3,106.67,100.0,14,4,1,1,61.9,100.0,27,14,1,1,266.67,99.99,78,3,9,0.75,99.98,77,65,12,0,17.58,100.0,141,46,1,15.25,100.02,89,48,3,11.5,100.0,44,7,12,18,2,1.75,100.01,6,0,23,2,현대건설
46,2017-12-27,현대건설,0,1,108,75,117,59,7,7,358.56,99.99,56,28,2,4,397.87,100.0,17,8,2,0,243.33,99.99,0,0,0,0,0.0,0.0,20,10,1,2,86.27,100.0,10,4,2,1,80.0,100.0,14,9,0,0,222.23,100.01,97,3,8,0.75,99.98,79,66,13,0,16.5,100.01,124,54,2,13.5,99.99,69,25,3,5.75,100.0,65,13,22,16,2,3.25,100.0,9,0,19,5,한국도로공사
47,2017-12-30,GS칼텍스,0,0,128,70,138,55,9,9,242.34,100.01,60,22,5,6,209.54,99.99,7,3,0,0,166.66,100.01,1,1,0,0,100.0,100.0,17,8,0,2,47.06,100.0,15,6,0,0,100.0,100.0,38,15,4,1,119.05,100.0,89,4,9,1.08,100.01,84,72,11,1,19.26,99.98,145,54,3,16.08,100.0,84,41,3,9.58,100.0,72,11,23,23,1,2.83,100.0,9,0,23,0,KGC인삼공사
47,2017-12-30,KGC인삼공사,1,1,97,69,145,57,11,11,322.02,100.01,68,27,6,5,240.63,99.99,16,6,1,2,171.43,100.0,0,0,0,0,0.0,0.0,29,11,3,2,37.93,100.0,8,5,0,0,150.0,100.0,24,8,1,2,178.34,100.0,91,3,7,0.75,100.0,101,82,19,0,21.25,99.99,149,55,0,13.75,100.0,80,35,4,8.0,100.0,64,9,22,22,0,2.25,100.02,7,0,18,4,GS칼텍스
48,2017-12-31,한국도로공사,1,0,127,73,185,65,12,6,329.4,99.99,91,29,6,5,280.95,100.0,14,3,3,0,91.67,100.0,12,7,0,0,100.0,100.0,15,6,2,0,60.0,100.01,17,7,0,1,93.94,100.0,36,13,1,0,180.45,100.01,99,1,15,0.2,99.99,132,114,18,0,23.23,100.01,192,61,1,13.13,99.99,92,55,4,291.01,100.0,75,7,33,20,2,1.4,100.01,5,0,24,2,흥국생명
48,2017-12-31,흥국생명,0,1,152,80,185,64,7,12,207.44,100.0,97,27,2,7,105.52,99.99,8,4,1,0,66.67,100.0,5,3,0,0,75.0,100.0,40,16,1,2,80.0,100.0,17,6,1,3,85.71000000000001,100.01,18,8,2,0,147.5,100.0,104,4,12,0.8,99.99,131,117,13,1,25.3,99.99,187,62,0,14.000000000000002,99.98,84,42,1,125.42,100.0,87,12,37,27,1,2.7,100.0,9,0,26,1,한국도로공사
49,2018-01-01,IBK기업은행,1,1,84,70,141,52,11,6,167.07,100.0,74,24,7,4,127.99,100.0,6,2,0,0,83.33,100.0,10,5,1,0,128.57,100.0,26,10,2,2,43.48,100.0,7,1,0,0,33.33,100.0,18,10,1,0,240.47,100.0,93,7,7,1.75,99.99,105,93,12,0,23.25,100.02,146,49,0,12.25,99.99,69,22,6,119.26,100.0,56,11,23,15,0,2.75,100.0,7,0,13,3,현대건설
49,2018-01-01,현대건설,0,0,115,65,148,48,11,10,176.32,100.0,71,21,7,6,130.57,100.0,10,3,0,0,164.29,100.0,0,0,0,0,0.0,0.0,35,11,1,3,57.31,100.0,16,7,2,1,87.5,100.0,16,6,1,0,107.14,100.0,79,6,10,1.5,99.99,93,80,13,0,20.0,100.01,151,44,2,11.0,100.0,86,22,7,49.05,100.0,76,11,27,27,2,2.75,100.0,8,0,24,5,IBK기업은행
50,2018-01-03,GS칼텍스,0,0,149,79,183,68,10,13,207.22,100.01,95,32,3,5,172.17,100.0,10,5,1,2,100.0,100.0,0,0,0,0,0.0,0.0,23,8,2,3,90.2,100.0,16,5,0,1,50.0,100.0,39,18,4,2,133.32999999999998,100.0,98,3,8,0.6000000000000001,100.02,142,115,26,1,27.1,100.0,193,66,3,15.0,100.02,95,52,7,522.09,100.0,75,8,33,18,3,1.6,100.01,7,0,28,0,흥국생명
50,2018-01-03,흥국생명,1,1,127,75,182,58,8,9,252.65,99.99,112,34,5,6,161.23,100.01,1,1,0,0,100.0,100.0,3,2,0,0,150.0,100.0,29,7,1,3,47.59,100.0,19,8,1,0,123.8,100.0,18,6,1,0,42.86,100.01,102,7,7,1.4,100.0,120,108,12,0,23.31,99.99,186,55,1,11.31,100.0,90,43,3,127.12,99.99,89,10,36,30,1,2.18,100.01,10,0,18,1,GS칼텍스
51,2018-01-06,GS칼텍스,1,0,132,42,101,37,5,5,343.1,99.99,41,13,3,3,316.79,100.01,5,4,0,0,266.67,100.0,0,0,0,0,0.0,0.0,21,10,0,1,83.33,100.0,7,2,0,0,83.33,100.0,27,8,2,1,115.87,100.0,63,3,6,0.99,100.0,53,43,10,0,14.83,100.0,103,34,0,11.5,99.99,68,29,4,174.62,100.0,46,2,12,24,0,0.8300000000000001,99.99,2,0,11,0,IBK기업은행
51,2018-01-06,IBK기업은행,0,1,104,64,105,55,2,10,305.97,99.99,47,20,2,4,227.3,100.02,10,6,0,0,260.0,100.0,7,3,0,1,100.0,100.0,22,13,0,5,161.11,100.0,3,2,0,0,100.0,100.0,16,11,0,0,285.71,100.0,74,4,6,1.33,100.0,74,64,10,0,21.5,100.0,113,54,4,17.98,99.98,57,22,3,219.81,100.0,48,5,27,9,0,1.66,99.99,3,0,20,3,GS칼텍스
52,2018-01-07,KGC인삼공사,0,1,100,80,169,69,12,9,323.55,100.01,94,39,6,3,408.56,100.0,10,3,0,1,158.32999999999998,100.0,2,1,0,0,50.0,100.0,38,12,3,2,31.58,100.0,6,2,2,1,75.0,100.0,19,12,1,2,275.0,100.0,97,3,4,0.75,99.99,123,108,15,0,27.0,99.98,178,65,3,16.25,99.99,79,29,3,127.21,100.0,73,8,33,21,0,2.0,100.01,7,0,16,4,현대건설
52,2018-01-07,현대건설,1,0,119,65,162,50,8,9,150.75,100.0,73,13,6,6,75.84,100.01,17,4,0,1,60.6,100.0,2,1,0,0,50.0,100.0,21,8,2,0,124.02,99.99,20,10,0,1,91.67,100.0,29,14,0,1,116.09,100.0,82,3,3,0.8300000000000001,100.0,113,92,21,0,23.83,99.97,170,49,5,12.25,100.0,93,44,3,187.61,99.99,66,12,16,26,1,3.0,100.01,9,0,18,5,KGC인삼공사
53,2018-01-09,GS칼텍스,1,0,127,91,186,80,16,13,332.9,100.0,89,36,6,8,367.03,99.98,14,5,1,1,50.0,100.0,2,0,1,0,0.0,100.0,27,11,4,1,45.83,100.0,14,4,0,1,57.15,100.0,40,24,4,2,184.42,100.0,112,4,15,1.15,100.0,118,96,22,0,20.4,100.0,192,75,3,15.500000000000002,99.98,112,46,4,150.18,99.99,84,7,30,23,2,1.7000000000000002,99.99,6,0,33,0,한국도로공사
53,2018-01-09,한국도로공사,0,1,127,88,180,68,7,9,293.84000000000003,100.0,84,27,3,5,232.35,99.99,29,12,1,0,229.55,100.0,8,6,0,0,166.67000000000002,100.0,11,2,1,2,25.0,100.0,16,6,0,1,75.0,100.0,32,15,2,1,168.75,100.01,121,4,9,0.8,100.01,130,104,26,0,21.68,100.01,187,65,1,13.0,99.98,97,49,4,160.6,99.99,87,16,31,28,2,3.33,100.0,12,0,21,2,GS칼텍스
54,2018-01-10,IBK기업은행,1,1,120,60,114,46,7,5,187.77,100.0,60,22,3,4,163.34,99.99,15,7,0,0,166.67000000000002,100.0,5,4,0,1,150.0,100.0,20,6,3,0,83.33,100.0,3,0,1,0,0.0,100.0,11,7,0,0,230.0,99.99,74,7,10,2.33,99.99,79,68,11,0,23.49,100.01,111,43,0,15.16,99.99,55,23,2,180.56,100.0,55,7,19,15,0,2.33,100.0,5,0,15,3,KGC인삼공사
54,2018-01-10,KGC인삼공사,0,0,118,45,110,36,7,6,302.16,100.01,59,20,4,2,313.25,99.98,10,6,0,0,250.0,100.0,1,1,0,0,100.0,100.0,19,3,1,2,16.67,100.0,8,2,1,2,66.67,100.0,13,4,1,0,80.0,99.99,61,2,6,0.67,100.01,90,73,17,0,26.99,99.99,119,33,2,11.01,99.99,64,22,7,107.14,100.01,52,7,18,20,1,2.33,100.0,4,0,15,4,IBK기업은행
55,2018-01-11,현대건설,1,1,108,83,175,67,10,7,232.6,100.0,70,25,2,3,257.37,100.0,15,5,0,1,175.0,100.0,5,1,0,1,20.0,100.0,34,14,4,1,81.5,100.0,13,6,3,0,94.44,100.0,38,16,1,1,112.5,99.99,98,7,5,1.75,100.01,118,103,15,0,25.75,100.0,174,63,1,15.75,99.98,83,37,3,223.62,100.0,75,9,25,27,1,2.25,99.99,8,0,14,5,흥국생명
55,2018-01-11,흥국생명,0,0,127,74,170,61,9,6,277.18,100.0,96,32,6,1,323.51,100.0,5,2,0,0,100.0,100.0,6,6,0,0,100.0,100.0,28,12,1,3,88.89,100.0,13,3,1,0,50.0,100.0,22,6,1,2,83.93,100.0,89,3,6,0.75,99.99,112,100,12,0,28.08,100.0,177,57,3,15.0,99.97,93,48,7,318.37,100.0,79,10,33,25,1,2.5,100.0,5,0,16,1,현대건설
56,2018-01-13,KGC인삼공사,1,0,75,94,181,77,8,15,279.97,99.99,97,32,2,9,161.87,99.98,6,5,0,0,350.0,100.0,1,0,0,0,0.0,100.0,48,24,5,4,50.0,100.0,6,3,0,1,100.0,100.0,23,13,1,1,350.0,100.01,111,7,5,1.4,99.99,122,101,21,0,20.33,100.02,183,72,2,14.67,100.0,103,47,5,122.98,100.0,83,10,32,27,0,2.0,100.0,5,0,22,4,한국도로공사
56,2018-01-13,한국도로공사,0,1,127,90,182,77,10,6,306.95,100.01,87,34,5,4,277.74,100.01,25,12,2,1,260.83,100.0,6,3,0,0,75.0,100.0,10,6,0,0,162.5,100.0,15,7,0,0,94.64,100.0,39,15,3,1,202.93,100.0,112,5,9,1.0,99.99,122,97,25,0,19.7,100.01,180,71,1,15.0,99.99,106,47,7,205.53,99.99,79,8,27,29,1,1.6,99.99,6,0,17,2,KGC인삼공사
57,2018-01-14,IBK기업은행,0,1,114,57,98,42,6,3,230.43,100.0,58,21,5,2,157.1,100.0,12,8,0,0,183.33,100.0,6,3,0,0,116.67,100.0,13,4,0,0,66.66,100.0,2,2,0,0,200.0,100.0,7,4,1,1,166.67000000000002,100.01,73,5,8,1.66,100.01,65,54,10,1,18.34,100.0,97,40,0,13.83,100.0,52,17,6,242.39,99.99,43,10,17,8,1,3.3200000000000003,100.0,7,0,13,3,흥국생명
