,index,경기번호,팀명,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,홈_어웨이,팀코드
425,425,213,IBK기업은행,0,83,77,157,56,13,15,272.21,100.0,89,26,8,9,190.06,100.00999999999999,4,1,0,1,50.0,100.0,5,5,0,0,200.0,100.0,15,5,4,2,35.71,100.0,6,2,0,0,50.0,100.0,38,17,1,3,227.78,99.97999999999999,99,8,10,1.7,99.99,114,93,20,1,20.77,100.0,164,55,2,15.95,100.01,89,24,6,94.62,99.99,73,13,38,16,0,2.87,100.01,8,0,28,0,3
426,426,214,KGC인삼공사,0,70,64,152,50,13,9,175.12,100.0,91,30,9,6,183.73,100.00999999999999,2,1,0,0,50.0,100.0,7,3,1,0,90.0,100.0,23,6,0,2,26.09,100.0,6,1,1,0,25.0,100.0,23,9,2,1,107.86,100.0,89,4,5,1.0,100.0,111,88,23,0,22.17,99.99,165,49,1,12.25,100.0,85,23,4,65.78999999999999,100.02,68,10,37,13,2,2.5,99.99,10,0,17,1,4
427,427,214,현대건설,1,134,80,163,63,10,10,267.8,99.99,92,34,7,7,289.03,100.00999999999999,4,3,0,0,200.0,100.0,2,0,0,0,0.0,100.0,16,5,3,0,35.71,100.0,21,7,0,1,86.67,100.0,28,14,0,2,134.44,100.0,96,4,11,1.08,100.01,108,90,18,0,25.0,100.00999999999999,165,59,2,14.75,100.0,84,38,4,216.73,100.0,79,13,35,20,1,4.75,99.99,12,0,24,0,5
428,428,215,GS칼텍스,1,123,80,151,66,6,10,502.62,99.99,84,38,4,6,559.67,99.99000000000001,3,1,0,0,100.0,99.99,2,0,0,0,0.0,100.0,27,11,2,3,90.0,100.0,8,3,0,0,83.33,100.0,27,13,0,1,221.19,100.0,105,2,12,0.4,99.99000000000001,105,79,26,0,17.6,99.99000000000001,157,61,1,13.4,100.0,92,30,4,210.17,100.01,69,12,23,22,0,2.5,100.0,11,0,23,1,0
429,429,215,흥국생명,0,135,80,167,70,12,12,206.95999999999998,100.0,89,37,8,6,197.33,100.0,10,4,0,0,142.86,100.0,7,3,0,1,42.86,100.0,17,8,0,1,50.0,100.0,5,1,0,1,50.0,100.0,39,17,4,3,135.47,100.0,104,4,12,0.93,100.0,111,87,24,0,17.93,99.97999999999999,170,66,1,15.6,100.00999999999999,93,28,2,211.29000000000002,100.02,56,6,23,19,1,1.2000000000000002,100.0,6,0,26,0,1
430,430,216,IBK기업은행,1,121,79,168,63,10,6,220.55,100.0,98,35,4,4,217.18,99.99,6,3,0,0,116.67,100.0,4,0,1,0,0.0,100.0,17,4,2,1,23.53,100.0,13,8,0,0,121.43,100.0,30,13,3,1,119.23,99.99,107,5,16,1.0,99.99,112,96,16,0,21.9,100.0,175,63,1,15.0,100.01,93,30,4,133.09,100.00999999999999,84,11,34,29,0,2.2,100.0,9,0,23,1,3
431,431,216,현대건설,0,134,77,172,63,11,18,286.71,100.0,103,39,6,10,283.26,99.99,2,1,0,0,100.0,100.0,5,1,0,1,25.0,100.0,10,1,1,1,12.5,100.0,7,3,0,1,42.86,100.0,45,18,4,5,186.67000000000002,99.99,101,4,8,0.8,99.99,121,101,20,0,22.3,100.01,179,55,2,11.05,100.0,90,28,5,129.5,100.0,80,10,33,26,0,2.1,100.0,9,0,28,0,5
432,432,217,GS칼텍스,1,132,57,98,43,10,7,327.53999999999996,100.0,57,27,4,6,335.42,99.99,4,2,0,0,66.67,100.0,2,1,0,0,100.0,100.0,10,4,3,1,50.0,100.0,6,0,1,0,0.0,100.0,19,9,2,0,223.32999999999998,100.00999999999999,73,6,9,1.9900000000000002,100.01,71,58,12,1,19.490000000000002,100.02,101,40,1,13.33,99.99999999999999,56,18,6,99.93,100.01,49,8,18,6,0,2.65,99.99,7,0,18,1,0
433,433,217,한국도로공사,0,132,42,99,26,8,9,226.47,99.99,52,9,7,4,103.00999999999999,99.99,2,2,0,0,200.0,100.0,3,1,0,0,50.0,100.0,19,2,1,5,12.5,99.99,3,2,0,0,200.0,99.99,20,10,0,0,172.03,100.0,62,6,6,2.83,100.0,63,52,10,1,18.66,99.99,101,24,1,9.33,100.0,64,29,6,96.59,100.00999999999999,46,10,9,19,1,4.82,100.02,8,0,18,0,2
434,434,218,KGC인삼공사,0,91,61,147,52,6,10,266.26,100.0,70,23,3,7,245.82,100.01,5,1,0,0,50.0,100.0,8,4,1,0,93.33,100.0,27,12,0,2,44.44,100.0,8,2,0,0,53.33,100.0,29,10,2,1,120.47,100.0,79,6,5,2.25,100.0,107,86,21,0,24.240000000000002,100.0,161,51,1,12.92,99.99,93,31,9,133.63,100.00999999999999,68,3,22,26,2,0.75,100.0,2,0,18,1,4
435,435,218,흥국생명,1,111,82,156,67,3,10,262.37,100.01,89,39,2,3,257.37,99.99,11,7,0,1,223.81,100.0,4,3,0,0,166.67000000000002,100.0,14,9,0,1,163.64,100.0,10,1,1,1,12.5,100.0,28,8,0,4,116.56,100.00999999999999,99,9,6,2.25,99.99,115,99,16,0,25.17,100.0,159,60,0,15.0,100.01,74,29,6,210.54000000000002,100.0,68,6,27,22,1,1.5,99.99,3,0,17,0,1
436,436,219,IBK기업은행,0,138,54,136,43,9,17,163.66,100.0,81,20,2,13,128.09,99.99,1,0,0,0,0.0,100.0,3,3,0,0,100.0,100.0,12,5,0,2,41.67,100.0,7,3,2,0,91.67,100.0,32,12,5,2,88.89,100.00999999999999,75,8,9,3.5,100.0,91,76,15,0,21.92,100.0,146,40,3,10.0,99.96000000000001,89,29,6,127.59,100.0,62,3,34,18,1,1.5,100.0,3,0,30,1,3
437,437,219,한국도로공사,1,93,69,141,54,3,9,346.86,100.02,71,25,0,5,273.82,100.00999999999999,4,0,0,1,0.0,100.0,4,3,0,0,166.67000000000002,100.0,9,5,0,0,150.0,100.0,8,2,0,0,66.67,100.0,45,19,3,3,274.34000000000003,99.99000000000001,98,6,9,1.75,100.0,98,83,15,0,21.0,100.0,133,47,2,11.75,99.99,66,29,8,106.38,100.02000000000001,43,9,17,12,0,2.25,100.01,7,0,20,0,2
438,438,220,GS칼텍스,0,139,82,185,68,18,18,392.44,99.99,112,36,11,10,327.38,99.99,1,1,0,0,100.0,100.0,2,1,0,0,100.0,100.0,16,6,3,1,100.0,100.0,6,4,1,0,200.0,100.0,48,20,3,7,171.9,100.0,108,5,11,1.0,99.99000000000001,117,98,19,0,20.33,99.99,189,64,4,12.93,100.02000000000001,102,31,4,102.92,100.0,74,9,32,20,0,1.95,100.01,8,0,33,1,0
439,439,220,KGC인삼공사,1,115,78,160,56,9,14,361.42,100.03,109,38,5,9,333.57,100.0,2,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,14,4,1,1,28.57,100.0,4,2,0,0,66.67,100.0,31,11,3,4,210.6,99.99,111,4,9,0.9,100.0,123,98,25,0,22.08,100.0,177,51,1,12.1,99.97,96,25,5,248.93,100.01,82,18,27,27,1,3.65,100.0,17,0,25,0,4
440,440,221,한국도로공사,1,112,73,154,57,8,10,290.86,100.0,67,18,2,7,248.82999999999998,100.01,4,2,0,0,66.67,100.0,6,1,1,0,16.67,100.0,7,3,0,0,83.33,100.0,17,9,0,2,104.55,100.0,53,24,5,1,147.82999999999998,100.00999999999999,94,9,7,2.42,99.99,115,96,19,0,26.25,100.0,159,54,2,14.75,100.00000000000001,81,37,7,99.9,99.99,65,7,26,19,1,1.75,100.01,7,0,20,1,2
441,441,221,흥국생명,0,143,69,160,54,7,13,217.86,100.02,86,21,4,8,172.69,99.99000000000001,11,6,0,0,173.34,99.99000000000001,9,6,0,1,66.67,100.0,14,4,1,2,36.36,100.0,5,1,0,1,33.33,100.0,35,16,2,1,181.86,100.0,90,7,9,1.75,99.99,104,89,15,0,23.83,100.0,161,54,0,14.75,99.98,87,24,9,77.7,100.01,67,8,28,17,0,2.0,100.01,6,0,22,0,1
442,442,222,IBK기업은행,0,118,83,201,69,12,22,168.84,100.01,111,35,5,11,161.78,99.99,14,6,0,2,233.32999999999998,100.0,7,2,0,1,100.0,100.0,15,7,1,4,46.67,100.0,10,3,1,1,33.33,100.0,44,16,5,3,114.58,99.99000000000001,107,4,11,0.8,100.01,134,114,20,0,22.93,100.0,196,66,1,13.200000000000001,99.99,97,39,4,147.44,100.0,73,10,33,24,0,2.8,100.01,9,0,34,1,3
443,443,222,KGC인삼공사,1,119,74,160,58,10,12,235.2,100.02,91,30,8,7,186.6,100.0,6,2,1,0,125.0,100.01,1,1,0,0,100.0,100.0,26,7,0,3,28.0,100.0,8,3,0,2,73.33,100.0,28,15,1,0,300.0,100.0,107,4,9,1.9,100.0,113,96,17,0,25.43,99.97999999999999,173,56,1,17.830000000000002,100.02000000000001,96,37,4,227.94,100.0,93,12,37,28,0,3.38,99.99,11,0,22,0,4
444,444,223,GS칼텍스,1,122,72,144,58,10,9,253.48,99.99,84,32,7,5,205.59,100.0,5,2,0,0,133.32999999999998,100.0,4,3,0,0,75.0,100.0,23,11,2,3,97.62,100.0,7,1,0,0,25.0,100.0,21,9,1,1,270.83,100.0,98,5,13,1.5,100.0,97,80,17,0,20.66,100.0,142,53,1,13.67,99.99,75,26,4,231.32999999999998,99.99,65,9,30,13,1,2.42,100.01,9,0,24,1,0
445,445,223,현대건설,0,120,58,145,44,9,16,204.63,100.00999999999999,79,17,6,8,157.47,100.0,2,0,0,0,0.0,100.0,2,0,0,1,0.0,100.0,19,4,0,5,21.05,100.0,11,5,0,1,133.32999999999998,99.99,32,18,3,1,164.29000000000002,100.00999999999999,85,4,9,1.0,100.0,89,76,13,0,19.0,100.01,147,42,1,10.5,99.99,84,40,5,133.53,100.0,72,10,25,24,1,2.5,100.0,9,0,27,0,5
446,446,224,KGC인삼공사,0,104,77,177,65,8,10,311.17,99.98,78,22,4,4,129.86,100.01,8,4,0,0,150.0,100.0,3,3,0,0,200.0,100.0,38,9,2,5,25.0,100.0,10,7,1,0,133.32999999999998,100.0,40,20,1,1,388.1,100.0,106,3,11,0.65,99.98,125,101,24,0,22.9,100.0,176,64,1,16.0,100.0,93,41,9,179.82999999999998,100.0,73,9,33,19,1,2.1,100.01,9,0,23,1,4
447,447,224,흥국생명,1,151,83,181,66,9,12,408.31,99.98,94,35,5,7,248.16,99.99,9,3,2,0,133.32999999999998,100.0,10,6,0,0,142.86,100.0,25,4,0,4,53.33,100.0,8,2,1,1,66.67,100.0,35,16,1,0,196.98000000000002,100.0,105,9,12,2.63,100.0,130,105,24,1,24.93,100.01,185,64,3,14.299999999999999,100.0,95,38,3,172.31,99.99,84,8,38,27,0,1.75,100.0,7,0,28,0,1
448,448,225,한국도로공사,0,109,60,145,59,8,14,407.32,100.0,65,23,5,7,363.52,100.01,5,3,0,0,200.0,100.0,3,0,0,1,0.0,100.0,14,6,1,2,196.67000000000002,100.0,12,4,1,1,100.0,100.0,46,23,1,3,148.0,100.0,79,1,6,0.25,99.99,97,80,16,1,20.5,100.0,150,52,0,13.25,100.01,88,35,5,118.59,100.00999999999999,50,0,19,19,1,0.0,100.0,0,0,22,1,2
449,449,225,현대건설,1,120,76,147,63,0,8,258.65,100.01,89,35,0,5,228.67000000000002,100.0,5,3,0,0,100.0,100.0,0,0,0,0,0.0,0.0,19,8,0,1,44.44,100.0,9,5,0,0,110.0,100.0,25,12,0,2,154.76,100.0,97,5,9,1.25,100.0,97,80,17,0,20.0,100.0,141,56,1,14.0,100.00000000000001,73,27,1,117.7,100.01,63,8,23,24,0,2.0,99.99,6,0,18,0,5
450,450,226,IBK기업은행,1,137,89,170,74,7,8,335.22,100.0,103,44,5,5,270.95,99.99000000000001,4,3,1,0,200.0,100.0,7,3,0,1,83.33,100.0,8,1,0,1,12.5,100.0,8,6,0,0,133.32999999999998,100.0,40,17,1,1,174.56,100.0,110,9,10,1.8,99.99,115,93,22,0,18.73,100.0,172,69,2,13.799999999999999,100.00999999999999,89,31,2,117.09,100.0,66,6,25,23,1,1.2000000000000002,100.02000000000001,6,0,21,1,3
451,451,226,KGC인삼공사,0,90,74,153,65,6,10,389.07,99.99,79,31,3,3,232.26999999999998,99.99,3,1,1,0,50.0,100.0,1,1,0,0,100.0,100.0,28,14,1,2,50.0,100.0,10,5,0,0,115.0,100.0,32,13,1,5,240.0,100.01,96,2,7,0.45,100.0,107,84,23,0,16.9,100.0,161,59,3,11.85,99.99000000000001,100,34,9,95.59,100.0,76,7,22,29,2,1.4,99.99,5,0,22,0,4
452,452,227,GS칼텍스,0,137,75,150,54,8,11,275.55,100.01,96,29,4,5,178.57,100.02000000000001,1,1,0,0,100.0,100.0,5,2,0,0,133.32999999999998,100.0,24,12,1,4,50.0,100.0,5,3,1,0,116.67,100.0,19,7,2,2,113.33,100.0,98,7,7,2.25,99.98,94,80,14,0,22.41,100.0,148,50,2,14.42,100.02,89,30,12,68.87,100.0,79,14,23,28,1,3.58,100.01,10,0,21,1,0
453,453,227,한국도로공사,1,97,82,161,62,14,9,197.48000000000002,99.99,84,33,5,6,203.12,100.01,9,5,0,0,157.14,100.0,2,1,0,0,100.0,100.0,9,1,0,1,25.0,99.99,7,2,1,0,40.0,100.0,50,20,8,2,170.07999999999998,100.0,102,12,13,3.0,99.99,101,90,11,0,23.0,99.99000000000001,164,60,0,15.0,100.00999999999999,91,44,7,195.03,100.01,76,8,31,27,0,2.0,100.0,7,0,22,0,2
454,454,228,현대건설,0,120,71,183,62,14,17,217.05,100.0,112,32,10,12,173.49,100.0,7,3,0,1,75.0,100.0,0,0,0,0,0.0,0.0,21,8,1,1,38.1,100.0,16,10,0,1,133.93,100.0,27,9,3,2,168.57,100.0,101,1,13,0.2,99.99,126,108,18,0,22.5,99.99,183,58,0,11.600000000000001,100.0,91,37,3,219.22,100.00999999999999,68,8,32,17,1,1.6,100.0,6,0,31,1,5
455,455,228,흥국생명,1,147,72,173,55,8,12,253.9,100.0,102,30,4,7,248.57,100.0,5,2,0,0,50.0,100.0,11,4,1,1,67.86,100.0,23,7,2,2,66.36,100.00999999999999,7,3,0,0,150.0,100.0,25,9,1,2,160.71,100.0,104,3,13,0.6000000000000001,100.0,121,103,16,2,28.05,100.0,178,52,3,14.75,99.99,88,34,1,137.98,100.0,71,14,31,18,1,2.93,100.00999999999999,13,0,31,0,1
456,456,229,IBK기업은행,0,119,89,191,71,5,12,191.67000000000002,99.99,97,33,3,4,144.72,99.99,10,3,0,0,83.33,100.0,8,5,0,0,157.14,100.0,10,1,0,1,10.0,100.0,18,10,1,2,115.0,100.0,48,19,1,5,117.03,100.0,111,7,15,1.53,100.0,123,103,20,0,20.6,100.0,198,67,1,13.4,100.00000000000001,108,43,6,278.57,99.99999999999999,98,11,33,37,1,2.2,100.00999999999999,9,0,29,1,3
457,457,229,한국도로공사,1,123,89,195,78,11,10,288.46000000000004,99.99,96,28,6,6,181.03,99.99,3,3,0,0,200.0,100.0,3,1,0,0,33.33,100.0,17,6,1,1,133.32999999999998,99.99000000000001,8,3,0,2,116.67,100.0,68,37,4,1,270.14,100.01,118,6,10,2.05,99.99000000000001,138,120,18,0,29.75,99.99,200,76,1,18.4,100.0,96,41,7,92.08,100.01,78,5,39,21,1,1.45,100.0,4,0,22,0,2
458,458,230,GS칼텍스,0,111,48,108,42,7,7,283.76,100.0,58,22,3,5,264.93,100.00999999999999,4,2,0,1,200.0,100.0,2,1,0,0,50.0,100.0,13,6,1,0,46.15,100.0,8,3,0,0,83.33,100.0,23,8,3,1,96.67,100.00999999999999,61,1,7,0.33,100.0,65,52,12,1,20.67,100.0,105,38,0,12.83,99.99,68,23,3,185.3,100.0,41,5,16,15,0,1.6600000000000001,100.01,4,0,15,1,0
459,459,230,흥국생명,1,127,60,104,50,5,5,338.9,100.0,57,24,3,1,305.83,100.0,3,1,0,0,100.0,99.99,5,2,1,1,40.0,100.0,14,7,1,2,63.64,100.0,4,3,0,0,150.0,100.0,21,13,0,1,183.81,100.0,73,3,5,1.17,100.01,71,56,15,0,21.16,100.01,101,45,1,20.83,99.99000000000001,54,18,1,216.66,99.97999999999999,53,7,19,17,0,2.33,99.99,6,0,11,0,1
460,460,231,IBK기업은행,0,140,59,133,49,10,15,343.9,100.0,73,27,8,9,324.61,100.00999999999999,4,1,0,1,100.0,100.0,3,2,0,0,66.67,100.0,4,1,0,2,25.0,100.0,13,6,1,1,112.5,99.99000000000001,36,12,1,2,98.1,100.0,83,3,7,0.75,99.97,70,58,12,0,16.25,100.02,130,47,1,11.75,99.99999999999999,84,29,6,126.0,100.00999999999999,53,7,19,20,0,2.0,99.99000000000001,5,0,23,1,3
461,461,231,현대건설,1,115,73,121,57,7,10,386.71,100.01,85,38,5,8,268.59000000000003,100.0,2,2,0,0,100.0,100.0,0,0,0,0,0.0,0.0,8,2,1,2,25.0,100.0,17,11,1,0,220.64,100.0,9,4,0,0,92.86,100.0,95,6,11,1.5,100.00999999999999,75,57,18,0,14.25,100.00999999999999,121,53,1,13.25,99.99999999999999,76,27,3,148.09,100.0,62,10,24,16,1,2.67,100.00999999999999,4,0,23,0,5
462,462,232,GS칼텍스,1,108,59,96,43,6,8,371.78,100.01,63,26,5,5,399.0,100.01,0,0,0,0,0.0,0.0,1,0,0,0,0.0,100.0,14,8,0,2,57.14,100.0,7,4,0,0,108.33,100.0,11,5,1,1,82.14,100.0,73,4,5,1.33,100.01,67,58,9,0,20.84,100.02000000000001,101,39,1,15.17,100.0,57,15,4,60.79,100.0,56,12,16,16,0,4.01,100.00999999999999,11,0,14,1,0
463,463,232,KGC인삼공사,0,98,47,109,37,12,5,224.35,100.0,55,16,7,1,217.82,99.99,3,0,0,0,0.0,100.0,2,2,0,0,200.0,100.0,21,6,3,3,30.0,100.0,5,1,0,1,33.33,100.0,23,12,2,0,155.36,99.99000000000001,63,4,6,1.99,100.0,76,57,17,2,20.0,100.00999999999999,114,34,2,11.49,100.0,68,23,4,118.92,100.01,43,6,14,14,1,1.99,100.0,5,0,16,0,4
464,464,233,한국도로공사,0,122,70,190,62,14,9,441.51,100.01,83,25,4,9,359.09000000000003,99.97,6,2,0,0,83.33,100.0,1,0,1,0,0.0,100.0,13,4,0,0,57.14,100.0,18,6,1,0,64.93,100.0,69,25,8,0,270.88,100.0,88,3,10,0.75,100.0,141,118,23,0,31.33,100.00999999999999,198,60,1,15.0,100.01,94,46,4,115.53,99.99,60,5,29,13,2,1.33,100.01,5,0,22,1,2
465,465,233,흥국생명,1,139,79,179,61,5,9,188.37,100.0,94,27,4,7,162.3,100.0,9,2,0,0,75.0,99.99,6,3,0,1,50.0,100.0,25,9,0,1,42.86,100.0,10,3,1,0,58.33,100.0,35,17,0,0,185.46,100.0,100,4,6,1.25,100.0,131,113,18,0,29.75,100.0,178,58,0,16.0,99.99,78,34,3,244.5,100.0,94,14,36,25,2,3.5,99.99000000000001,11,0,17,0,1
466,466,234,GS칼텍스,0,128,69,165,55,12,13,142.53,100.0,96,32,6,9,127.74000000000001,100.01,0,0,0,0,0.0,0.0,1,1,0,0,100.0,100.0,25,10,5,1,45.45,100.0,5,0,0,1,0.0,100.0,38,12,1,2,187.13,99.99,89,6,4,1.5,100.0,116,96,20,0,25.08,100.0,169,50,2,13.0,100.0,92,25,6,119.62,100.0,73,8,29,24,2,2.0,100.01,5,0,21,1,0
467,467,234,IBK기업은행,1,126,79,158,61,8,8,290.75,100.0,77,27,2,4,280.07,99.99,4,2,0,0,150.0,100.0,5,1,2,0,20.0,100.0,7,2,0,2,28.57,100.0,9,4,1,0,83.33,100.0,56,25,3,2,125.42,100.0,99,6,7,1.58,99.99,121,99,22,0,24.75,100.01,169,58,3,14.5,100.01,85,22,6,65.14,100.0,77,12,36,13,1,3.0,100.00999999999999,10,0,19,0,3
468,468,235,KGC인삼공사,0,94,72,140,60,9,6,263.38,99.99,79,34,6,3,256.47,100.0,5,4,0,0,175.0,100.0,3,1,0,1,50.0,100.0,36,13,2,1,38.24,100.0,6,4,0,0,160.0,100.0,11,4,1,1,95.0,99.99000000000001,91,4,5,1.25,100.0,84,63,20,1,15.75,100.0,139,58,1,14.5,100.0,85,33,3,147.71,100.0,55,8,19,19,0,2.0,100.0,7,0,13,1,4
469,469,235,현대건설,1,120,81,139,69,8,7,308.8,100.01,85,38,3,3,283.05,99.99,1,0,1,0,0.0,100.0,0,0,0,0,0.0,0.0,16,8,2,1,50.0,100.0,19,13,1,2,135.9,100.0,18,10,1,1,266.67,100.01,94,3,9,0.75,100.0,93,72,21,0,18.25,100.02,144,65,2,16.25,100.0,85,36,4,111.16,100.0,62,9,27,19,0,2.25,99.99,8,0,18,0,5
470,470,236,IBK기업은행,0,122,48,113,43,6,8,338.65999999999997,99.98,62,26,4,6,351.08,100.0,3,1,0,0,100.0,99.99,3,0,0,0,0.0,100.0,7,1,0,0,14.29,100.0,5,2,1,0,40.0,100.0,33,13,1,2,137.5,99.99,63,1,6,0.5,99.99,87,73,14,0,25.33,100.0,124,42,4,15.33,99.99000000000001,71,22,7,135.72,100.0,44,4,19,9,1,1.49,100.0,3,0,19,1,3
471,471,236,흥국생명,1,137,55,127,42,4,10,219.69,100.0,75,24,3,4,250.0,100.00999999999999,9,3,0,0,133.32999999999998,100.0,3,0,0,1,0.0,100.0,10,3,0,2,33.33,100.0,6,2,0,1,100.0,100.0,24,10,1,2,181.67000000000002,100.01,74,7,2,2.5,100.0,90,72,17,1,26.17,100.01,122,37,1,12.33,100.01,57,21,1,143.73,99.99000000000001,48,6,19,17,0,2.0,100.01,2,0,14,0,1
472,472,237,KGC인삼공사,1,114,76,140,59,7,12,375.17,99.99,75,29,6,6,290.89,99.99,2,1,0,0,100.0,100.0,2,1,0,0,50.0,100.0,23,5,1,3,21.74,100.0,10,7,0,1,141.67000000000002,100.0,28,16,0,2,218.32999999999998,100.0,99,7,11,1.83,99.99,98,84,12,2,25.25,99.99000000000001,151,58,3,18.92,100.0,80,26,5,114.58,100.0,89,10,38,25,2,3.0,100.00999999999999,8,0,30,1,4
473,473,237,한국도로공사,0,117,58,157,46,10,13,284.28,100.0,77,19,3,8,294.40999999999997,100.0,8,3,0,0,150.0,100.0,4,2,0,1,50.0,100.0,12,2,2,2,40.0,100.0,12,4,1,1,83.33,100.0,44,16,4,1,266.40999999999997,100.0,89,5,9,1.25,100.01,102,86,16,0,22.08,99.99000000000001,155,43,1,12.17,100.02,88,37,7,94.72,100.0,61,7,26,22,1,1.75,100.01,5,0,24,0,2
474,474,238,GS칼텍스,0,137,47,112,36,13,7,263.84000000000003,100.01,62,20,8,2,216.03,99.99000000000001,0,0,0,0,0.0,0.0,2,0,0,0,0.0,100.0,17,6,3,0,35.29,100.0,8,3,1,2,75.0,100.0,23,7,1,3,185.24,100.0,59,4,7,1.33,99.98,73,62,11,0,26.509999999999998,100.01,113,34,0,12.83,99.97,66,19,4,165.61,100.00999999999999,59,7,18,21,0,2.3200000000000003,99.97,7,0,14,1,0
475,475,238,현대건설,1,90,61,112,44,7,3,232.31,100.0,67,29,5,1,303.43,100.01,2,0,1,0,0.0,100.0,0,0,0,0,0.0,0.0,11,4,0,0,44.44,100.0,10,4,1,1,80.0,100.0,22,7,0,1,100.0,100.0,74,4,8,1.33,99.99000000000001,79,68,11,0,23.5,100.0,111,40,0,13.32,100.0,52,24,4,220.24,99.99000000000001,52,13,17,13,0,5.0,100.0,12,0,11,0,5
476,476,239,IBK기업은행,0,119,40,108,33,7,11,250.64999999999998,100.00999999999999,43,9,4,7,220.14,100.0,4,2,0,1,66.67,100.0,1,1,0,0,100.0,100.0,20,5,3,2,25.0,100.0,11,4,0,0,76.19,100.0,29,12,0,1,113.46000000000001,100.0,54,3,3,1.0,100.0,75,55,20,0,19.16,100.01,109,30,1,10.0,100.00000000000001,67,22,4,148.63,100.0,37,4,7,19,0,1.67,100.01,3,0,15,1,3
477,477,239,흥국생명,1,119,60,104,49,4,5,292.18,100.0,52,19,3,3,211.55,100.00999999999999,7,6,0,0,366.67,100.00999999999999,5,3,0,0,60.0,100.0,15,8,0,0,57.14,100.0,7,2,1,0,40.0,100.0,18,11,0,2,178.57,100.0,74,4,7,1.33,100.0,72,61,10,1,22.32,100.0,103,46,0,15.32,99.99000000000001,51,10,3,85.53,99.99000000000001,52,7,22,12,0,2.33,100.0,6,0,13,0,1
478,478,240,KGC인삼공사,1,118,78,160,65,3,6,319.8,100.03,75,27,1,2,163.41,100.01,8,4,0,0,150.0,100.0,4,2,1,0,133.32999999999998,100.0,28,14,1,2,50.0,100.0,8,5,0,0,208.32999999999998,100.0,37,13,0,2,137.55,100.0,97,7,12,2.5,100.0,116,101,14,1,26.75,100.0,164,63,0,15.75,100.00999999999999,79,26,5,180.35000000000002,100.01,68,6,30,15,4,1.58,100.0,5,0,23,1,4
479,479,240,한국도로공사,0,107,60,148,52,6,10,323.83,100.01,73,20,5,6,303.37,100.01,7,3,0,0,100.0,100.0,5,4,0,1,166.67000000000002,100.0,16,4,0,3,101.11,100.0,11,8,1,0,150.0,100.0,36,13,0,0,146.43,99.99,84,5,5,1.25,99.99,113,93,20,0,23.25,100.0,160,47,2,11.75,100.02,85,29,7,73.14,99.99000000000001,78,3,32,25,3,0.75,100.0,2,0,20,0,2
480,480,241,GS칼텍스,0,110,61,137,49,19,9,296.62,100.01,68,19,11,5,198.74,100.0,1,1,0,0,100.0,100.0,5,2,0,0,125.0,100.0,15,6,2,1,88.46000000000001,100.0,6,2,1,0,33.33,100.0,42,19,5,3,233.32999999999998,100.0,85,3,10,0.75,100.0,85,67,18,0,17.33,100.0,136,48,0,12.25,100.01,85,36,5,121.35,100.0,55,9,17,19,1,2.25,100.0,9,0,20,1,0
481,481,241,현대건설,1,120,79,133,55,9,6,265.44,99.99,74,22,8,4,211.07999999999998,99.99,2,2,0,0,200.0,100.0,0,0,0,0,0.0,0.0,15,9,0,2,60.0,100.0,9,5,0,0,110.0,100.0,33,17,1,0,153.5,99.99000000000001,99,5,13,1.25,99.99,88,71,16,1,18.75,100.0,137,52,2,13.0,100.0,75,32,3,152.28,100.0,81,19,32,21,1,4.75,100.0,18,0,23,0,5
482,482,242,한국도로공사,1,123,93,191,81,10,12,253.38,100.01,86,34,4,8,195.01,100.0,4,4,0,0,300.0,100.0,6,4,0,0,125.0,100.0,18,7,0,2,161.67000000000002,100.01,13,5,0,1,73.81,100.0,64,27,6,1,126.97,100.01,110,4,10,0.98,100.01,130,114,16,0,23.95,100.00999999999999,191,78,0,20.05,100.0,87,54,4,197.63,100.01000000000002,73,8,33,25,1,1.73,100.01,6,0,23,1,2
