,결과,홈_어웨이,팀코드,홈어웨이_공격성공률_평균,홈어웨이_서브성공률_평균,홈어웨이_디그성공률_평균,홈어웨이_세트성공률_평균,홈어웨이_리시브정확도_평균,홈어웨이_블로킹성공률_평균,홈어웨이_범실_평균,범실_평균_다섯,디그_평균_다섯,리시브_평균_다섯,공격종합_평균_다섯,블로킹_평균_다섯,세트_평균_다섯,서브_평균_다섯,범실_평균_다섯,디그_평균_다섯,리시브_평균_다섯,공격종합_평균_다섯,블로킹_평균_다섯,세트_평균_다섯,서브_평균_다섯
10,1,0,4,0.5249418604651162,0.06668604651162792,0.7453488372093022,0.4863953488372093,0.4212790697674419,0.18965116279069766,23.36046511627907,23.732934131736524,0.7474610778443114,0.42614371257485,0.5161556886227547,0.1896167664670658,0.4814850299401198,0.0652335329341317,23.732934131736524,0.7474610778443114,0.42614371257485,0.5161556886227547,0.1896167664670658,0.4814850299401198,0.0652335329341317
11,0,1,3,0.5206470588235292,0.047705882352941195,0.7352352941176473,0.48647058823529404,0.4172352941176471,0.17905882352941174,23.58235294117647,22.909638554216876,0.7421566265060245,0.4238915662650604,0.5206867469879518,0.1819759036144579,0.4845783132530117,0.0491325301204819,22.909638554216876,0.7421566265060245,0.4238915662650604,0.5206867469879518,0.1819759036144579,0.4845783132530117,0.0491325301204819
12,0,1,2,0.525,0.10500000000000001,0.8400000000000001,0.5,0.46499999999999997,0.16999999999999998,26.5,23.534939759036146,0.7350722891566261,0.413867469879518,0.5099518072289158,0.1681084337349397,0.4795180722891566,0.0638313253012047,23.534939759036146,0.7350722891566261,0.413867469879518,0.5099518072289158,0.1681084337349397,0.4795180722891566,0.0638313253012047
13,1,0,5,0.4714634146341462,0.05048780487804879,0.7451219512195124,0.4434756097560975,0.43481707317073187,0.16591463414634144,20.676829268292682,20.785276073619627,0.7391411042944791,0.436932515337423,0.4787484662576685,0.1771533742331288,0.4490061349693254,0.0488957055214723,20.785276073619627,0.7391411042944791,0.436932515337423,0.4787484662576685,0.1771533742331288,0.4490061349693254,0.0488957055214723
14,0,1,6,0.5148850574712643,0.054885057471264355,0.7468965517241382,0.48959770114942536,0.4317816091954024,0.18304597701149425,19.49425287356322,20.041618497109823,0.7439537572254332,0.4308323699421967,0.5214104046242775,0.179271676300578,0.4953410404624278,0.0559421965317918,20.041618497109823,0.7439537572254332,0.4308323699421967,0.5214104046242775,0.179271676300578,0.4953410404624278,0.0559421965317918
15,1,0,1,0.5131249999999999,0.05204545454545451,0.7379545454545453,0.4775568181818181,0.471931818181818,0.1944318181818182,23.875,22.62196531791907,0.7401271676300577,0.4771907514450866,0.5206127167630059,0.2015606936416186,0.4849710982658961,0.0514335260115606,22.62196531791907,0.7401271676300577,0.4771907514450866,0.5206127167630059,0.2015606936416186,0.4849710982658961,0.0514335260115606
16,0,1,4,0.5064634146341466,0.06359756097560977,0.749329268292683,0.4760975609756097,0.43237804878048786,0.1909146341463414,24.128048780487806,23.732934131736524,0.7474610778443114,0.42614371257485,0.5161556886227547,0.1896167664670658,0.4814850299401198,0.0652335329341317,23.732934131736524,0.7474610778443114,0.42614371257485,0.5161556886227547,0.1896167664670658,0.4814850299401198,0.0652335329341317
17,1,0,0,0.5350561797752807,0.06415730337078653,0.744775280898876,0.5101685393258429,0.4720786516853932,0.1961235955056181,24.589887640449437,24.804519774011297,0.7400338983050846,0.4709604519774011,0.5317853107344634,0.1915367231638419,0.5059661016949154,0.0668022598870056,24.804519774011297,0.7400338983050846,0.4709604519774011,0.5317853107344634,0.1915367231638419,0.5059661016949154,0.0668022598870056
18,1,0,3,0.5224390243902438,0.05054878048780488,0.7489634146341463,0.48426829268292704,0.43134146341463375,0.18542682926829257,22.20731707317073,22.90963855421688,0.7421566265060244,0.4238915662650604,0.5206867469879518,0.1819759036144579,0.4845783132530117,0.0491325301204819,22.90963855421688,0.7421566265060244,0.4238915662650604,0.5206867469879518,0.1819759036144579,0.4845783132530117,0.0491325301204819
19,0,1,6,0.5148850574712643,0.054885057471264355,0.7468965517241382,0.48959770114942536,0.4317816091954024,0.18304597701149425,19.49425287356322,20.041618497109823,0.7439537572254333,0.4308323699421968,0.5214104046242775,0.179271676300578,0.4953410404624278,0.0559421965317918,20.041618497109823,0.7439537572254333,0.4308323699421968,0.5214104046242775,0.179271676300578,0.4953410404624278,0.0559421965317918
20,1,1,5,0.4853658536585366,0.047987804878048775,0.7331707317073171,0.45353658536585356,0.4402439024390242,0.18835365853658534,20.9390243902439,20.785276073619627,0.739141104294479,0.436932515337423,0.4787484662576685,0.1771533742331288,0.4490061349693254,0.0488957055214723,20.785276073619627,0.739141104294479,0.436932515337423,0.4787484662576685,0.1771533742331288,0.4490061349693254,0.0488957055214723
21,0,0,1,0.405,0.04,0.725,0.395,0.475,0.165,24.5,22.62196531791907,0.7401271676300578,0.4771907514450866,0.520612716763006,0.2015606936416185,0.484971098265896,0.0514335260115606,22.62196531791907,0.7401271676300578,0.4771907514450866,0.520612716763006,0.2015606936416185,0.484971098265896,0.0514335260115606
22,0,0,4,0.5249418604651162,0.06668604651162792,0.7453488372093022,0.4863953488372093,0.4212790697674419,0.18965116279069766,23.36046511627907,23.732934131736524,0.7474610778443114,0.4261437125748499,0.5161556886227547,0.1896167664670658,0.4814850299401198,0.0652335329341317,23.732934131736524,0.7474610778443114,0.4261437125748499,0.5161556886227547,0.1896167664670658,0.4814850299401198,0.0652335329341317
23,1,1,6,0.56,0.04,0.745,0.51,0.585,0.18,28.5,20.041618497109823,0.7439537572254331,0.4308323699421967,0.5214104046242775,0.179271676300578,0.4953410404624278,0.0559421965317918,20.041618497109823,0.7439537572254331,0.4308323699421967,0.5214104046242775,0.179271676300578,0.4953410404624278,0.0559421965317918
24,1,0,2,0.501280487804878,0.06152439024390242,0.7426219512195122,0.46432926829268306,0.41335365853658534,0.16359756097560973,23.25,23.53493975903614,0.7350722891566263,0.413867469879518,0.5099518072289158,0.1681084337349397,0.4795180722891567,0.0638313253012047,23.53493975903614,0.7350722891566263,0.413867469879518,0.5099518072289158,0.1681084337349397,0.4795180722891567,0.0638313253012047
25,0,1,0,0.5282022471910114,0.06938202247191007,0.7351685393258428,0.5016292134831458,0.4704494382022473,0.1864044943820225,25.01123595505618,24.804519774011297,0.7400338983050846,0.470960451977401,0.5317853107344633,0.1915367231638419,0.5059661016949154,0.0668022598870056,24.804519774011297,0.7400338983050846,0.470960451977401,0.5317853107344633,0.1915367231638419,0.5059661016949154,0.0668022598870056
26,1,0,3,0.595,0.045,0.7,0.56,0.47,0.2,27.5,22.90963855421688,0.7421566265060244,0.4238915662650604,0.5206867469879517,0.1819759036144579,0.4845783132530117,0.0491325301204819,22.90963855421688,0.7421566265060244,0.4238915662650604,0.5206867469879517,0.1819759036144579,0.4845783132530117,0.0491325301204819
27,0,1,5,0.4853658536585366,0.047987804878048775,0.7331707317073171,0.45353658536585356,0.4402439024390242,0.18835365853658534,20.9390243902439,20.785276073619627,0.7391411042944791,0.4369325153374229,0.4787484662576685,0.1771533742331288,0.4490061349693254,0.0488957055214723,20.785276073619627,0.7391411042944791,0.4369325153374229,0.4787484662576685,0.1771533742331288,0.4490061349693254,0.0488957055214723
28,0,0,4,0.45,0.095,0.78,0.43,0.515,0.2,21.5,23.732934131736524,0.7474610778443113,0.4261437125748499,0.5161556886227546,0.1896167664670658,0.4814850299401197,0.0652335329341316,23.732934131736524,0.7474610778443113,0.4261437125748499,0.5161556886227546,0.1896167664670658,0.4814850299401197,0.0652335329341316
29,1,1,1,0.5278488372093024,0.0505813953488372,0.7418023255813956,0.4912790697674418,0.4836627906976741,0.20872093023255817,21.41860465116279,22.62196531791907,0.7401271676300578,0.4771907514450866,0.520612716763006,0.2015606936416186,0.484971098265896,0.0514335260115606,22.62196531791907,0.7401271676300578,0.4771907514450866,0.520612716763006,0.2015606936416186,0.484971098265896,0.0514335260115606
30,0,0,2,0.501280487804878,0.06152439024390242,0.7426219512195122,0.46432926829268306,0.41335365853658534,0.16359756097560973,23.25,23.53493975903614,0.7350722891566261,0.413867469879518,0.5099518072289159,0.1681084337349397,0.4795180722891567,0.0638313253012047,23.53493975903614,0.7350722891566261,0.413867469879518,0.5099518072289159,0.1681084337349397,0.4795180722891567,0.0638313253012047
31,1,1,6,0.6,0.07500000000000001,0.735,0.565,0.475,0.21000000000000002,27.5,20.041618497109823,0.7439537572254332,0.4308323699421967,0.5214104046242775,0.179271676300578,0.4953410404624278,0.0559421965317918,20.041618497109823,0.7439537572254332,0.4308323699421967,0.5214104046242775,0.179271676300578,0.4953410404624278,0.0559421965317918
32,1,0,0,0.54,0.060000000000000005,0.73,0.54,0.54,0.1,29.0,24.804519774011293,0.7400338983050846,0.4709604519774011,0.5317853107344633,0.1915367231638419,0.5059661016949155,0.0668022598870056,24.804519774011293,0.7400338983050846,0.4709604519774011,0.5317853107344633,0.1915367231638419,0.5059661016949155,0.0668022598870056
33,0,1,5,0.44,0.05,0.7849999999999999,0.38,0.5449999999999999,0.275,20.5,20.785276073619627,0.7391411042944791,0.436932515337423,0.4787484662576685,0.1771533742331288,0.4490061349693254,0.0488957055214723,20.785276073619627,0.7391411042944791,0.436932515337423,0.4787484662576685,0.1771533742331288,0.4490061349693254,0.0488957055214723
34,1,1,3,0.5206470588235292,0.047705882352941195,0.7352352941176473,0.48647058823529404,0.4172352941176471,0.17905882352941174,23.58235294117647,22.90963855421688,0.7421566265060244,0.4238915662650604,0.5206867469879517,0.1819759036144579,0.4845783132530117,0.0491325301204819,22.90963855421688,0.7421566265060244,0.4238915662650604,0.5206867469879517,0.1819759036144579,0.4845783132530117,0.0491325301204819
35,0,0,1,0.45,0.03,0.735,0.245,0.55,0.13,23.0,22.0,0.744,0.498,0.466,0.168,0.364,0.0419999999999999,22.0,0.744,0.498,0.466,0.168,0.364,0.0419999999999999
36,1,0,2,0.51,0.095,0.765,0.49,0.42500000000000004,0.195,25.0,24.8,0.804,0.454,0.502,0.1679999999999999,0.4779999999999999,0.096,24.8,0.804,0.454,0.502,0.1679999999999999,0.4779999999999999,0.096
37,0,1,4,0.53,0.06,0.745,0.505,0.52,0.22499999999999998,31.5,25.4,0.7700000000000001,0.5279999999999999,0.482,0.2219999999999999,0.462,0.0679999999999999,25.4,0.7700000000000001,0.5279999999999999,0.482,0.2219999999999999,0.462,0.0679999999999999
38,0,0,6,0.5285057471264367,0.057011494252873565,0.7410344827586208,0.5015517241379311,0.4302298850574711,0.17488505747126434,20.632183908045977,28.0,0.76,0.4799999999999998,0.5519999999999999,0.158,0.51,0.06,28.0,0.76,0.4799999999999998,0.5519999999999999,0.158,0.51,0.06
39,1,1,5,0.37,0.04,0.745,0.32499999999999996,0.49,0.20500000000000002,29.0,25.2,0.7699999999999999,0.532,0.4319999999999999,0.2099999999999999,0.392,0.0639999999999999,25.2,0.7699999999999999,0.532,0.4319999999999999,0.2099999999999999,0.392,0.0639999999999999
40,0,1,0,0.5,0.06,0.72,0.5,0.53,0.2,17.5,26.0,0.744,0.528,0.504,0.152,0.498,0.052,26.0,0.744,0.528,0.504,0.152,0.498,0.052
41,1,0,3,0.595,0.05,0.8,0.55,0.595,0.24,19.5,23.8,0.792,0.5439999999999999,0.542,0.224,0.51,0.05,23.8,0.792,0.5439999999999999,0.542,0.224,0.51,0.05
42,0,1,2,0.48,0.095,0.845,0.44499999999999995,0.47,0.175,19.5,24.0,0.8240000000000001,0.47,0.5,0.19,0.474,0.09,24.0,0.8240000000000001,0.47,0.5,0.19,0.474,0.09
43,1,0,4,0.445,0.065,0.765,0.43,0.515,0.22,22.0,23.0,0.756,0.5159999999999999,0.4679999999999999,0.21,0.442,0.072,23.0,0.756,0.5159999999999999,0.4679999999999999,0.21,0.442,0.072
44,1,1,6,0.575,0.09,0.765,0.5349999999999999,0.435,0.19,32.0,31.4,0.776,0.49,0.562,0.16,0.524,0.066,31.4,0.776,0.49,0.562,0.16,0.524,0.066
45,0,0,5,0.45,0.095,0.75,0.425,0.54,0.175,23.5,24.2,0.7779999999999999,0.532,0.446,0.232,0.406,0.062,24.2,0.7779999999999999,0.532,0.446,0.232,0.406,0.062
46,0,0,0,0.5,0.035,0.78,0.485,0.51,0.13,30.5,21.4,0.7299999999999999,0.526,0.498,0.162,0.482,0.048,21.4,0.7299999999999999,0.526,0.498,0.162,0.482,0.048
47,1,1,3,0.475,0.060000000000000005,0.835,0.455,0.56,0.21,25.5,20.8,0.806,0.5820000000000001,0.536,0.238,0.5,0.056,20.8,0.806,0.5820000000000001,0.536,0.238,0.5,0.056
48,0,1,4,0.495,0.07,0.71,0.45499999999999996,0.49,0.195,25.5,25.2,0.742,0.4779999999999999,0.492,0.2,0.466,0.068,25.2,0.742,0.4779999999999999,0.492,0.2,0.466,0.068
49,1,0,1,0.45999999999999996,0.05,0.78,0.245,0.5900000000000001,0.16,22.0,21.6,0.764,0.524,0.448,0.166,0.348,0.05,21.6,0.764,0.524,0.448,0.166,0.348,0.05
50,1,0,2,0.53,0.07,0.8500000000000001,0.495,0.535,0.195,31.0,26.0,0.7959999999999999,0.47,0.492,0.182,0.4679999999999999,0.094,26.0,0.7959999999999999,0.47,0.492,0.182,0.4679999999999999,0.094
51,0,1,6,0.52,0.07500000000000001,0.81,0.475,0.5800000000000001,0.18,32.0,31.0,0.79,0.504,0.556,0.168,0.522,0.074,31.0,0.79,0.504,0.556,0.168,0.522,0.074
52,1,1,0,0.48,0.04,0.7,0.46499999999999997,0.525,0.16,14.0,23.4,0.72,0.518,0.4859999999999999,0.154,0.466,0.044,23.4,0.72,0.518,0.4859999999999999,0.154,0.466,0.044
53,0,0,5,0.405,0.05,0.745,0.385,0.5349999999999999,0.22999999999999998,22.5,24.4,0.7639999999999999,0.518,0.428,0.228,0.388,0.042,24.4,0.7639999999999999,0.518,0.428,0.228,0.388,0.042
54,1,0,3,0.5549999999999999,0.05,0.825,0.505,0.63,0.295,13.5,20.2,0.79,0.59,0.556,0.248,0.516,0.056,20.2,0.79,0.59,0.556,0.248,0.516,0.056
55,0,1,1,0.54,0.05500000000000001,0.755,0.485,0.49,0.195,21.5,22.6,0.746,0.538,0.49,0.196,0.38,0.054,22.6,0.746,0.538,0.49,0.196,0.38,0.054
56,0,1,4,0.49,0.06,0.6699999999999999,0.45499999999999996,0.52,0.15,26.0,25.4,0.7260000000000001,0.49,0.49,0.182,0.466,0.064,25.4,0.7260000000000001,0.49,0.49,0.182,0.466,0.064
57,1,0,6,0.515,0.05500000000000001,0.8200000000000001,0.495,0.385,0.055,27.5,32.2,0.8019999999999999,0.474,0.538,0.1339999999999999,0.496,0.078,32.2,0.8019999999999999,0.474,0.538,0.1339999999999999,0.496,0.078
58,0,0,2,0.515,0.07,0.89,0.475,0.525,0.22,31.0,28.0,0.8099999999999999,0.47,0.506,0.206,0.476,0.092,28.0,0.8099999999999999,0.47,0.506,0.206,0.476,0.092
59,1,1,0,0.505,0.04,0.765,0.46499999999999997,0.575,0.16499999999999998,12.0,21.2,0.748,0.534,0.4779999999999999,0.1699999999999999,0.4519999999999999,0.04,21.2,0.748,0.534,0.4779999999999999,0.1699999999999999,0.4519999999999999,0.04
60,1,1,3,0.525,0.060000000000000005,0.7949999999999999,0.495,0.58,0.235,24.0,19.2,0.8280000000000001,0.58,0.55,0.244,0.508,0.046,19.2,0.8280000000000001,0.58,0.55,0.244,0.508,0.046
61,0,0,5,0.38,0.035,0.77,0.34,0.49,0.11,22.0,24.4,0.758,0.4939999999999999,0.404,0.1699999999999999,0.364,0.046,24.4,0.758,0.4939999999999999,0.404,0.1699999999999999,0.364,0.046
62,0,1,6,0.5,0.07,0.81,0.44,0.545,0.115,30.5,31.2,0.784,0.5,0.528,0.134,0.484,0.064,31.2,0.784,0.5,0.528,0.134,0.484,0.064
63,1,0,1,0.52,0.07,0.7250000000000001,0.475,0.55,0.27,26.0,20.0,0.758,0.538,0.496,0.206,0.3279999999999999,0.06,20.0,0.758,0.538,0.496,0.206,0.3279999999999999,0.06
64,1,0,4,0.515,0.05,0.78,0.5,0.475,0.21500000000000002,26.0,27.0,0.732,0.502,0.4899999999999999,0.184,0.4680000000000001,0.056,27.0,0.732,0.502,0.4899999999999999,0.184,0.4680000000000001,0.056
65,0,1,0,0.495,0.055,0.825,0.47,0.53,0.16999999999999998,18.5,22.6,0.752,0.526,0.4779999999999999,0.1679999999999999,0.444,0.05,22.6,0.752,0.526,0.4779999999999999,0.1679999999999999,0.444,0.05
66,1,1,2,0.45999999999999996,0.10500000000000001,0.775,0.43,0.47,0.155,24.5,31.2,0.812,0.4599999999999999,0.508,0.204,0.472,0.072,31.2,0.812,0.4599999999999999,0.508,0.204,0.472,0.072
67,0,0,3,0.565,0.034999999999999996,0.8300000000000001,0.515,0.54,0.22499999999999998,17.5,20.8,0.8119999999999999,0.58,0.5700000000000001,0.212,0.532,0.054,20.8,0.8119999999999999,0.58,0.5700000000000001,0.212,0.532,0.054
68,0,0,5,0.435,0.060000000000000005,0.71,0.41000000000000003,0.5249999999999999,0.06,17.5,23.2,0.734,0.51,0.426,0.142,0.4,0.046,23.2,0.734,0.51,0.426,0.142,0.4,0.046
69,1,1,1,0.5,0.07,0.79,0.315,0.515,0.185,15.0,20.8,0.744,0.532,0.534,0.2179999999999999,0.438,0.064,20.8,0.744,0.532,0.534,0.2179999999999999,0.438,0.064
70,1,0,0,0.45499999999999996,0.045000000000000005,0.73,0.42,0.51,0.175,32.5,19.4,0.718,0.5199999999999999,0.484,0.166,0.4479999999999999,0.058,19.4,0.718,0.5199999999999999,0.484,0.166,0.4479999999999999,0.058
71,0,1,6,0.51,0.04,0.6950000000000001,0.44999999999999996,0.45499999999999996,0.1,27.5,29.6,0.754,0.5,0.524,0.124,0.4779999999999999,0.05,29.6,0.754,0.5,0.524,0.124,0.4779999999999999,0.05
72,0,0,4,0.58,0.065,0.78,0.555,0.395,0.165,32.0,29.4,0.732,0.47,0.5159999999999999,0.1639999999999999,0.49,0.062,29.4,0.732,0.47,0.5159999999999999,0.1639999999999999,0.49,0.062
73,1,1,3,0.6100000000000001,0.065,0.785,0.585,0.615,0.185,23.0,21.4,0.776,0.55,0.584,0.206,0.538,0.046,21.4,0.776,0.55,0.584,0.206,0.538,0.046
74,0,1,2,0.505,0.1,0.715,0.475,0.515,0.21500000000000002,30.5,31.6,0.7899999999999999,0.474,0.506,0.214,0.474,0.072,31.6,0.7899999999999999,0.474,0.506,0.214,0.474,0.072
75,1,0,5,0.46499999999999997,0.060000000000000005,0.7,0.43,0.585,0.11499999999999999,18.0,20.0,0.74,0.532,0.442,0.134,0.406,0.054,20.0,0.74,0.532,0.442,0.134,0.406,0.054
76,1,1,0,0.47,0.07,0.71,0.44,0.46499999999999997,0.155,22.5,22.4,0.728,0.51,0.476,0.194,0.4539999999999999,0.078,22.4,0.728,0.51,0.476,0.194,0.4539999999999999,0.078
77,0,0,1,0.595,0.05,0.6699999999999999,0.565,0.505,0.26,24.0,20.4,0.74,0.55,0.532,0.262,0.446,0.06,20.4,0.74,0.55,0.532,0.262,0.446,0.06
78,1,1,3,0.665,0.07500000000000001,0.7450000000000001,0.64,0.5800000000000001,0.20500000000000002,16.5,21.0,0.76,0.53,0.608,0.202,0.5680000000000001,0.048,21.0,0.76,0.53,0.608,0.202,0.5680000000000001,0.048
79,0,0,6,0.55,0.05,0.765,0.52,0.45999999999999996,0.125,31.0,25.8,0.724,0.4819999999999999,0.514,0.158,0.4720000000000001,0.036,25.8,0.724,0.4819999999999999,0.514,0.158,0.4720000000000001,0.036
80,0,0,4,0.53,0.07,0.7350000000000001,0.375,0.405,0.16999999999999998,22.0,27.0,0.726,0.458,0.518,0.164,0.448,0.062,27.0,0.726,0.458,0.518,0.164,0.448,0.062
81,1,1,5,0.45,0.055,0.77,0.42,0.5,0.185,29.0,21.4,0.748,0.4979999999999999,0.4439999999999999,0.1299999999999999,0.408,0.056,21.4,0.748,0.4979999999999999,0.4439999999999999,0.1299999999999999,0.408,0.056
82,0,0,2,0.5,0.045000000000000005,0.81,0.45999999999999996,0.39,0.21500000000000002,33.0,29.6,0.74,0.444,0.5039999999999999,0.206,0.466,0.072,29.6,0.74,0.444,0.5039999999999999,0.206,0.466,0.072
83,1,1,1,0.495,0.060000000000000005,0.78,0.335,0.56,0.29500000000000004,14.0,22.4,0.744,0.492,0.532,0.2639999999999999,0.458,0.054,22.4,0.744,0.492,0.532,0.2639999999999999,0.458,0.054
84,0,1,0,0.47,0.08,0.755,0.44,0.44499999999999995,0.13,25.0,22.6,0.772,0.49,0.476,0.178,0.458,0.0839999999999999,22.6,0.772,0.49,0.476,0.178,0.458,0.0839999999999999
85,1,0,3,0.58,0.02,0.775,0.515,0.45999999999999996,0.185,23.5,20.6,0.756,0.534,0.6180000000000001,0.198,0.5820000000000001,0.046,20.6,0.756,0.534,0.6180000000000001,0.198,0.5820000000000001,0.046
86,0,1,6,0.505,0.005,0.665,0.485,0.405,0.185,21.0,23.2,0.692,0.472,0.5200000000000001,0.148,0.474,0.03,23.2,0.692,0.472,0.5200000000000001,0.148,0.474,0.03
87,1,0,5,0.495,0.08,0.805,0.44,0.47,0.155,24.5,19.4,0.7540000000000001,0.4939999999999999,0.5,0.1379999999999999,0.4600000000000001,0.064,19.4,0.7540000000000001,0.4939999999999999,0.5,0.1379999999999999,0.4600000000000001,0.064
88,1,0,2,0.51,0.06999999999999999,0.76,0.47,0.315,0.16,24.5,26.8,0.748,0.422,0.514,0.19,0.4699999999999999,0.07,26.8,0.748,0.422,0.514,0.19,0.4699999999999999,0.07
89,0,1,4,0.475,0.05,0.7,0.46499999999999997,0.55,0.155,30.0,23.6,0.674,0.454,0.5199999999999999,0.1499999999999999,0.4019999999999999,0.06,23.6,0.674,0.454,0.5199999999999999,0.1499999999999999,0.4019999999999999,0.06
90,0,1,3,0.63,0.05500000000000001,0.71,0.62,0.5449999999999999,0.24,17.5,21.0,0.72,0.524,0.608,0.21,0.568,0.052,21.0,0.72,0.524,0.608,0.21,0.568,0.052
91,1,0,1,0.5549999999999999,0.045,0.7549999999999999,0.55,0.43000000000000005,0.195,29.0,20.6,0.772,0.48,0.546,0.24,0.476,0.064,20.6,0.772,0.48,0.546,0.24,0.476,0.064
92,1,0,0,0.45999999999999996,0.11,0.6699999999999999,0.44999999999999996,0.51,0.24,27.0,26.0,0.738,0.4779999999999999,0.476,0.18,0.458,0.088,26.0,0.738,0.4779999999999999,0.476,0.18,0.458,0.088
93,0,1,5,0.5800000000000001,0.06,0.75,0.5449999999999999,0.495,0.24,16.5,20.2,0.7240000000000001,0.502,0.53,0.176,0.498,0.06,20.2,0.7240000000000001,0.502,0.53,0.176,0.498,0.06
94,1,1,2,0.52,0.07,0.6699999999999999,0.48,0.495,0.2,27.0,26.6,0.724,0.3979999999999999,0.532,0.19,0.4939999999999999,0.068,26.6,0.724,0.3979999999999999,0.532,0.19,0.4939999999999999,0.068
95,0,0,6,0.545,0.035,0.6799999999999999,0.485,0.565,0.155,22.0,23.4,0.682,0.49,0.538,0.16,0.498,0.026,23.4,0.682,0.49,0.538,0.16,0.498,0.026
96,0,0,4,0.5349999999999999,0.07,0.585,0.265,0.38,0.14,12.5,25.4,0.696,0.44,0.5199999999999999,0.158,0.4,0.0699999999999999,25.4,0.696,0.44,0.5199999999999999,0.158,0.4,0.0699999999999999
